Name	Assembly	Level	G.Size.Mb	GC	Scaffolds	CDS	day	month	year	group1	group2
Fusarium_oxysporum_f._sp._conglutinans	GCA_002711405.2	Scaffold	61.6628	48	414	0	25	10	2017	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609235.1	Contig	0.431171	43.3	130	0	10	1	2019	Plants	Land_Plants
Zymoseptoria_tritici	GCA_003613095.1	Scaffold	37.2616	52.1	1329	0	3	10	2018	Fungi	Ascomycetes
Parastagonospora_nodorum	GCA_003497985.1	Scaffold	40.3149	49.1	577	0	7	9	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016465.1	Contig	9.35801	41.1	154	0	6	2	2016	Fungi	Ascomycetes
Aspergillus_flavus	GCA_002864195.1	Scaffold	38.0393	47.2	127	0	5	1	2018	Fungi	Ascomycetes
Clavispora_lusitaniae	GCA_003675715.1	Scaffold	12.0533	44.5	98	0	23	10	2018	Fungi	Ascomycetes
Phytophthora_ramorum	GCA_001933415.1	Scaffold	39.1891	54	4707	0	4	1	2017	Protists	Other_Protists
Yarrowia_lipolytica	GCA_003571385.1	Scaffold	20.4651	49	375	0	14	9	2018	Fungi	Ascomycetes
Saccharomyces_kudriavzevii_IFO10990	GCA_000257105.1	Scaffold	10.5207	40.6	1817	0	23	3	2012	Fungi	Ascomycetes
Pyricularia_oryzae	GCA_000734245.1	Contig	36.8639	51.9	6159	0	28	7	2014	Fungi	Ascomycetes
Mus_musculus	GCA_000185125.1	Scaffold	2561.49	42.4	41268	0	4	1	2011	Animals	Mammals
Cryptococcus_neoformans_var._grubii_c45	GCA_002215855.1	Scaffold	18.1848	48.2	530	6900	7	7	2017	Fungi	Basidiomycetes
Drosophila_melanogaster	GCA_004798075.1	Chromosome	141.562	41.9496	250	0	16	4	2019	Animals	Insects
Plasmodium_falciparum_VS/1	GCA_000150295.1	Scaffold	18.8876	21.8	5856	0	9	11	2007	Protists	Apicomplexans
Homo_sapiens	GCA_001750385.2	Scaffold	2904.21	41	2832	0	30	9	2016	Animals	Mammals
Candida_albicans_GC75	GCA_000773735.1	Scaffold	14.6969	33.7	73	6310	5	11	2014	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003594485.1	Scaffold	25.9083	46.6	6884	0	24	9	2018	Protists	Kinetoplasts
Cryptosporidium_parvum	GCA_004337945.1	Scaffold	9.03068	25.7	107	0	11	3	2019	Protists	Apicomplexans
Saccharomyces_cerevisiae_YJM326	GCA_000975915.2	Chromosome	12.3508	38.4223	18	5416	23	2	2015	Fungi	Ascomycetes
Triticum_aestivum	GCA_002780475.1	Contig	240.199	44.6	127921	0	16	11	2017	Plants	Land_Plants
Oryza_sativa	GCA_003865215.1	Chromosome	395.354	43.6403	127	0	5	12	2018	Plants	Land_Plants
Oryza_sativa_Japonica_Group	GCA_003865235.1	Chromosome	379.626	43.5414	115	0	5	12	2018	Plants	Land_Plants
Triticum_aestivum	GCA_002780545.1	Contig	609.488	43.7	523543	0	16	11	2017	Plants	Land_Plants
Saccharomyces_cerevisiae_YJM428	GCA_000975945.2	Chromosome	12.2726	38.373	18	5401	23	2	2015	Fungi	Ascomycetes
Cryptosporidium_parvum	GCA_000209695.1	Chromosome	1.1647	31.1	1	473	2	7	2003	Protists	Apicomplexans
Trypanosoma_cruzi	GCA_003594585.1	Scaffold	27.5146	46.2	9197	0	24	9	2018	Protists	Kinetoplasts
Candida_albicans_P37005	GCA_000773745.1	Scaffold	14.4736	33.8	45	6271	5	11	2014	Fungi	Ascomycetes
Homo_sapiens	GCA_002008905.1	Scaffold	3076.45	41	854722	0	1	3	2017	Animals	Mammals
Plasmodium_falciparum_Senegal_V34.04	GCA_000150315.1	Scaffold	13.2408	21.3	4329	0	9	11	2007	Protists	Apicomplexans
Drosophila_melanogaster	GCA_000705575.1	Contig	153.282	42.2	5066	0	12	6	2014	Animals	Insects
Cryptococcus_neoformans_var._grubii_125.91	GCA_002215885.1	Scaffold	18.9109	47.1	37	6939	7	7	2017	Fungi	Basidiomycetes
Mus_musculus	GCA_000350445.1	Scaffold	2578.29	42.5	9129	0	2	4	2013	Animals	Mammals
Pyricularia_oryzae	GCA_000734265.1	Contig	35.8714	51.4	8518	0	28	7	2014	Fungi	Ascomycetes
Yarrowia_lipolytica	GCA_900537225.1	Scaffold	20.519	48.6	17	6415	22	10	2018	Fungi	Ascomycetes
Phytophthora_ramorum	GCA_001933455.1	Scaffold	39.2976	54	4635	0	4	1	2017	Protists	Other_Protists
Clavispora_lusitaniae	GCA_003675725.1	Scaffold	11.9272	44.5	106	0	23	10	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016475.1	Contig	9.36724	41.1	166	0	6	2	2016	Fungi	Ascomycetes
Aspergillus_flavus	GCA_003709025.1	Scaffold	37.703	47.4	199	12846	31	10	2018	Fungi	Ascomycetes
Parastagonospora_nodorum	GCA_003498045.1	Scaffold	37.4278	49.9	4524	0	7	9	2018	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609245.1	Contig	0.441818	43.4	94	0	10	1	2019	Plants	Land_Plants
Fusarium_oxysporum_Fo5176	GCA_000222805.1	Contig	54.7676	47.8	7858	17817	5	8	2011	Fungi	Ascomycetes
Heliconius_melpomene_rosina	GCA_900068215.1	Scaffold	238.477	32.7	359308	0	29	11	2015	Animals	Insects
Dothistroma_septosporum	GCA_002236925.2	Scaffold	42.273	50.2	7461	0	28	7	2017	Fungi	Ascomycetes
Aureobasidium_pullulans	GCA_004917385.1	Contig	27.6733	50.6	765	10384	26	4	2019	Fungi	Ascomycetes
Heliconius_timareta	GCA_900068095.1	Scaffold	313.593	32.9	287720	0	29	11	2015	Animals	Insects
Microbotryum_lychnidis-dioicae	GCA_900012385.1	Scaffold	27.2484	55.3	4708	0	8	7	2016	Fungi	Basidiomycetes
Wallemia_ichthyophaga	GCA_004918745.1	Contig	9.55696	45.4	255	4118	26	4	2019	Fungi	Basidiomycetes
Corynespora_cassiicola	GCA_002975815.1	Contig	41.3315	52	4254	0	7	3	2018	Fungi	Ascomycetes
Cyclospora_cayetanensis	GCA_002893425.1	Scaffold	45.4537	51.8	1274	0	19	1	2018	Protists	Apicomplexans
Wallemia_mellicola	GCA_004918805.1	Contig	9.70906	39.9	240	4298	26	4	2019	Fungi	Basidiomycetes
Venturia_inaequalis	GCA_003690385.1	Scaffold	47.5932	0	8127	0	26	10	2018	Fungi	Ascomycetes
Solanum_verrucosum	GCA_900185335.1	Scaffold	749.835	0	5164	0	23	5	2018	Plants	Land_Plants
Venturia_inaequalis	GCA_003690405.1	Scaffold	39.9209	47.3	3713	0	26	10	2018	Fungi	Ascomycetes
Wallemia_mellicola	GCA_004918835.1	Contig	9.72218	40	230	4299	26	4	2019	Fungi	Basidiomycetes
Cyclospora_cayetanensis	GCA_002893445.1	Scaffold	44.5189	51.9	650	0	19	1	2018	Protists	Apicomplexans
Corynespora_cassiicola	GCA_002975825.1	Contig	42.3469	51.7	6255	0	7	3	2018	Fungi	Ascomycetes
Wallemia_ichthyophaga	GCA_004918755.1	Contig	9.69726	45.3	962	4155	26	4	2019	Fungi	Basidiomycetes
Microbotryum_lychnidis-dioicae	GCA_900016685.1	Scaffold	26.9069	55.3	4558	0	8	7	2016	Fungi	Basidiomycetes
Heliconius_timareta	GCA_900068125.1	Scaffold	303.646	32	267638	0	29	11	2015	Animals	Insects
Aureobasidium_pullulans	GCA_004917415.1	Contig	28.3036	50.7	3273	10642	26	4	2019	Fungi	Ascomycetes
Heliconius_melpomene_amandus	GCA_900068485.1	Scaffold	260.902	32.8	328750	0	29	11	2015	Animals	Insects
Fusarium_oxysporum	GCA_000733055.2	Contig	50.5502	47.584	1166	22	24	7	2014	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609255.1	Contig	0.551867	41.9	457	0	10	1	2019	Plants	Land_Plants
Parastagonospora_nodorum	GCA_003498065.1	Scaffold	38.6228	49.9	7095	0	7	9	2018	Fungi	Ascomycetes
Aspergillus_flavus	GCA_003711285.1	Scaffold	37.4181	47.6	361	0	5	11	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016485.1	Contig	9.35301	41.1	131	0	6	2	2016	Fungi	Ascomycetes
Clavispora_lusitaniae	GCA_003675755.1	Scaffold	12.0555	44.5	102	0	23	10	2018	Fungi	Ascomycetes
Phytophthora_ramorum	GCA_001933465.1	Scaffold	40.4285	54.5	5378	0	4	1	2017	Protists	Other_Protists
Yarrowia_lipolytica	GCA_001069125.1	Contig	0.011236	47.5	16	0	10	7	2015	Fungi	Ascomycetes
Pyricularia_oryzae	GCA_000734275.1	Contig	36.6799	51.5	8190	0	28	7	2014	Fungi	Ascomycetes
Saccharomyces_kudriavzevii_FM1057	GCA_000256745.1	Scaffold	9.31839	42.9	1717	0	23	3	2012	Fungi	Ascomycetes
Mus_musculus	GCA_000181195.1	Contig	2477.64	41.7	224713	0	15	5	2002	Animals	Mammals
Cryptococcus_neoformans_var._grubii	GCA_002217545.1	Scaffold	18.0838	48.2	565	6840	13	7	2017	Fungi	Basidiomycetes
Drosophila_melanogaster	GCA_000778455.1	Contig	164.08	41.8	789	0	13	11	2014	Animals	Insects
Plasmodium_falciparum_RO-33	GCA_000150335.1	Scaffold	13.7141	23.1	4991	0	9	11	2007	Protists	Apicomplexans
Homo_sapiens	GCA_000772585.3	Contig	3259.52	40.5	40916	0	5	11	2014	Animals	Mammals
Candida_albicans_P94015	GCA_000773755.1	Scaffold	14.7426	33.9	58	6241	5	11	2014	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003594605.1	Scaffold	27.3035	45.3	8588	0	24	9	2018	Protists	Kinetoplasts
Saccharomyces_cerevisiae_YJM450	GCA_000975975.3	Chromosome	12.3888	38.4279	18	5435	23	2	2015	Fungi	Ascomycetes
Triticum_aestivum	GCA_002780565.1	Contig	564.3	43.5	565551	0	16	11	2017	Plants	Land_Plants
Oryza_sativa	GCA_004007595.1	Chromosome	377.604	43.3523	615	0	9	1	2019	Plants	Land_Plants
Oryza_sativa	GCA_004348155.2	Chromosome	415.393	43.9415	367	0	13	3	2019	Plants	Land_Plants
Triticum_aestivum	GCA_002999095.1	Scaffold	574.295	0	9044	0	14	3	2018	Plants	Land_Plants
Saccharomyces_cerevisiae_YJM451	GCA_000976005.2	Chromosome	12.1525	38.4159	18	5405	23	2	2015	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003594625.1	Scaffold	30.8522	50.8	9338	0	24	9	2018	Protists	Kinetoplasts
Candida_albicans_P57072	GCA_000773805.1	Scaffold	14.5099	33.7	45	6254	5	11	2014	Fungi	Ascomycetes
Homo_sapiens	GCA_000983455.2	Contig	2941.14	40.8	4961	0	30	4	2015	Animals	Mammals
Plasmodium_falciparum_K1	GCA_000150355.1	Scaffold	13.2909	21.8	4772	0	9	11	2007	Protists	Apicomplexans
Drosophila_melanogaster	GCA_002050065.1	Contig	138.491	41.9	128	0	20	3	2017	Animals	Insects
Mus_musculus	GCA_003774525.2	Scaffold	2801.3	0	12661	0	11	9	2017	Animals	Mammals
Saccharomyces_kudriavzevii_FM1066	GCA_000256765.1	Scaffold	8.72945	44.4	1633	0	23	3	2012	Fungi	Ascomycetes
Cryptococcus_neoformans_var._grubii	GCA_002220045.1	Scaffold	18.6192	48.2	898	6996	17	7	2017	Fungi	Basidiomycetes
Pyricularia_oryzae	GCA_000734315.1	Contig	37.4938	51.9	6575	0	28	7	2014	Fungi	Ascomycetes
Phytophthora_ramorum	GCA_001933485.1	Scaffold	39.2136	54	4612	0	4	1	2017	Protists	Other_Protists
Clavispora_lusitaniae	GCA_003675775.1	Scaffold	11.9273	44.5	84	0	23	10	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016495.1	Contig	9.35119	41.1	134	0	6	2	2016	Fungi	Ascomycetes
Aspergillus_flavus	GCA_003711305.1	Scaffold	36.9805	48	269	0	5	11	2018	Fungi	Ascomycetes
Parastagonospora_nodorum	GCA_003503065.1	Scaffold	46.1111	49.4	11856	0	7	9	2018	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609265.1	Contig	0.430376	43.4	146	0	10	1	2019	Plants	Land_Plants
Fusarium_oxysporum_f._sp._cubense	GCA_001696625.1	Contig	46.7351	47.7	1370	0	29	7	2016	Fungi	Ascomycetes
Heliconius_melpomene_amandus	GCA_900068495.1	Scaffold	274.243	32.6	296967	0	29	11	2015	Animals	Insects
Aureobasidium_pullulans	GCA_004917425.1	Contig	27.5326	50.6	897	10363	26	4	2019	Fungi	Ascomycetes
Heliconius_timareta_timareta	GCA_900068775.1	Scaffold	199.337	33.6	357541	0	29	11	2015	Animals	Insects
Microbotryum_lychnidis-dioicae	GCA_900016695.1	Scaffold	23.6467	56.2	3725	0	8	7	2016	Fungi	Basidiomycetes
Wallemia_ichthyophaga	GCA_004918885.1	Contig	9.51174	45.4	195	4115	26	4	2019	Fungi	Basidiomycetes
Corynespora_cassiicola	GCA_002975845.1	Contig	42.8457	51.5	6377	0	7	3	2018	Fungi	Ascomycetes
Cyclospora_cayetanensis	GCA_002893465.1	Scaffold	43.3712	51.9	1493	0	19	1	2018	Protists	Apicomplexans
Wallemia_mellicola	GCA_004918905.1	Contig	9.73348	40	209	4292	26	4	2019	Fungi	Basidiomycetes
Venturia_inaequalis	GCA_003690415.1	Scaffold	43.5786	0	8995	0	26	10	2018	Fungi	Ascomycetes
Venturia_inaequalis	GCA_003690435.1	Scaffold	40.1201	0	7108	0	26	10	2018	Fungi	Ascomycetes
Wallemia_mellicola	GCA_004918915.1	Contig	9.78364	40	224	4308	26	4	2019	Fungi	Basidiomycetes
Cyclospora_cayetanensis	GCA_002893485.1	Scaffold	44.6127	51.9	671	0	19	1	2018	Protists	Apicomplexans
Corynespora_cassiicola	GCA_002975875.1	Contig	42.4388	51.6	6533	0	7	3	2018	Fungi	Ascomycetes
Wallemia_ichthyophaga	GCA_004918895.1	Contig	9.54495	45.4	236	4132	26	4	2019	Fungi	Basidiomycetes
Microbotryum_lychnidis-dioicae	GCA_900016715.1	Scaffold	26.2105	55.4	4467	0	8	7	2016	Fungi	Basidiomycetes
Heliconius_timareta_timareta	GCA_900068785.1	Scaffold	308.988	31.8	272888	0	29	11	2015	Animals	Insects
Aureobasidium_pullulans	GCA_004917435.1	Contig	29.2325	50.5	760	10782	26	4	2019	Fungi	Ascomycetes
Heliconius_melpomene_amaryllis	GCA_900068505.1	Scaffold	318.072	32	255700	0	29	11	2015	Animals	Insects
Fusarium_oxysporum_f._sp._lycopersici_4287	GCA_001703185.1	Contig	51.1331	47.9	4285	0	10	8	2016	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609275.1	Contig	0.552388	41.9	559	0	10	1	2019	Plants	Land_Plants
Parastagonospora_nodorum	GCA_003503085.1	Scaffold	42.1004	48.7	7651	0	7	9	2018	Fungi	Ascomycetes
Aspergillus_flavus	GCA_003711315.1	Scaffold	36.943	48.1	254	0	5	11	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016505.1	Contig	9.35198	41.1	127	0	6	2	2016	Fungi	Ascomycetes
Clavispora_lusitaniae	GCA_003675795.1	Scaffold	11.9142	44.5	111	0	23	10	2018	Fungi	Ascomycetes
Phytophthora_ramorum	GCA_001955675.1	Scaffold	40.7668	54.7	5959	0	9	1	2017	Protists	Other_Protists
Pyricularia_oryzae	GCA_000734325.1	Contig	36.2635	51.4	8541	0	28	7	2014	Fungi	Ascomycetes
Saccharomyces_kudriavzevii_FM1062	GCA_000256785.1	Scaffold	9.09322	43.5	1673	0	23	3	2012	Fungi	Ascomycetes
Cryptococcus_neoformans_var._grubii_A1-35-8	GCA_002221985.1	Scaffold	18.8199	48.2	557	7114	20	7	2017	Fungi	Basidiomycetes
Mus_musculus	GCA_000002165.1	Chromosome	3251.25	41.8306	668539	45437	7	7	2005	Animals	Mammals
Drosophila_melanogaster	GCA_001014345.1	Scaffold	117.811	41.9	9895	0	28	5	2015	Animals	Insects
Plasmodium_falciparum_FCC-2/Hainan	GCA_000150375.1	Scaffold	12.9639	23.5	4956	0	9	11	2007	Protists	Apicomplexans
Homo_sapiens	GCA_000983465.1	Contig	3061.24	44.4	15538	0	30	4	2015	Animals	Mammals
Candida_albicans_P37037	GCA_000773825.1	Scaffold	14.4758	33.6	48	6299	5	11	2014	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003594645.1	Scaffold	29.993	50.6	8952	0	24	9	2018	Protists	Kinetoplasts
Saccharomyces_cerevisiae_YJM453	GCA_000976035.2	Chromosome	12.7106	38.5866	18	5391	23	2	2015	Fungi	Ascomycetes
Triticum_aestivum	GCA_900235935.1	Scaffold	804.001	44.4	749802	0	9	11	2018	Plants	Land_Plants
Oryza_sativa_Japonica_Group	GCA_002573525.1	Contig	418.901	45.4	588	0	17	10	2017	Plants	Land_Plants
Oryza_sativa_Indica_Group	GCA_003449045.1	Contig	388.772	43.6	410	0	4	9	2018	Plants	Land_Plants
Triticum_aestivum	GCA_900235945.1	Scaffold	839.076	45	767884	0	9	11	2018	Plants	Land_Plants
Saccharomyces_cerevisiae_YJM456	GCA_000976065.2	Chromosome	12.2745	38.3741	18	5475	23	2	2015	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_900252365.1	Scaffold	35.3582	48.6	8469	0	23	1	2018	Protists	Kinetoplasts
Candida_albicans_12C	GCA_000773845.1	Scaffold	14.897	34.1	50	6277	10	11	2014	Fungi	Ascomycetes
Homo_sapiens	GCA_000983475.1	Contig	2996.42	44.4	10430	0	30	4	2015	Animals	Mammals
Plasmodium_falciparum_D10	GCA_000150395.1	Scaffold	13.3751	22.2	4471	0	9	11	2007	Protists	Apicomplexans
Drosophila_melanogaster	GCA_002310755.1	Chromosome	120.381	42.3985	6	0	18	9	2017	Animals	Insects
Cryptococcus_neoformans_var._grubii	GCA_002222015.1	Scaffold	18.606	48.2	494	6969	20	7	2017	Fungi	Basidiomycetes
Mus_musculus	GCA_000389885.1	Scaffold	1195.48	41.3	1237600	0	19	4	2013	Animals	Mammals
Saccharomyces_kudriavzevii_FM1094	GCA_000256965.1	Scaffold	8.57223	43.9	1605	0	23	3	2012	Fungi	Ascomycetes
Pyricularia_oryzae	GCA_000734335.1	Contig	37.0133	51.9	6061	0	28	7	2014	Fungi	Ascomycetes
Phytophthora_ramorum	GCA_004343245.1	Contig	52.4368	54.1	1322	0	11	3	2019	Protists	Other_Protists
Clavispora_lusitaniae	GCA_003675805.1	Scaffold	11.9468	44.5	95	0	23	10	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016515.1	Contig	9.36071	41.1	155	0	6	2	2016	Fungi	Ascomycetes
Aspergillus_flavus	GCA_003711345.1	Scaffold	38.0315	47.4	423	0	5	11	2018	Fungi	Ascomycetes
Parastagonospora_nodorum	GCA_003503225.1	Scaffold	37.0577	50.1	1513	0	7	9	2018	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609285.1	Contig	0.420471	43.4	143	0	10	1	2019	Plants	Land_Plants
Fusarium_oxysporum_f._sp._melonis_26406	GCA_002318975.1	Contig	60.704	47.7	96	0	20	9	2017	Fungi	Ascomycetes
Heliconius_melpomene_cythera	GCA_900068515.1	Scaffold	221.669	33.3	338898	0	29	11	2015	Animals	Insects
Aureobasidium_pullulans	GCA_004917445.1	Contig	28.1905	50.6	489	10638	26	4	2019	Fungi	Ascomycetes
Heliconius_timareta_timareta	GCA_900068795.1	Scaffold	216.727	33.4	312452	0	29	11	2015	Animals	Insects
Microbotryum_lychnidis-dioicae	GCA_900016725.1	Scaffold	26.4564	0	5202	0	8	7	2016	Fungi	Basidiomycetes
Corynespora_cassiicola	GCA_002975895.1	Contig	43.1516	51.6	6627	0	7	3	2018	Fungi	Ascomycetes
Cyclospora_cayetanensis	GCA_003057635.1	Scaffold	47.0404	51.7	958	0	18	4	2018	Protists	Apicomplexans
Wallemia_mellicola	GCA_004918925.1	Contig	9.68717	40	202	4261	26	4	2019	Fungi	Basidiomycetes
Venturia_inaequalis	GCA_003690455.1	Scaffold	45.7345	0	11295	0	26	10	2018	Fungi	Ascomycetes
Venturia_inaequalis	GCA_003690475.1	Scaffold	44.2084	0	10353	0	26	10	2018	Fungi	Ascomycetes
Wallemia_mellicola	GCA_004918985.1	Contig	9.71838	39.9	251	4297	26	4	2019	Fungi	Basidiomycetes
Cyclospora_cayetanensis	GCA_003944945.1	Scaffold	44.2034	51.9	1638	0	13	12	2018	Protists	Apicomplexans
Corynespora_cassiicola	GCA_002975915.1	Contig	43.2051	51.6	6695	0	7	3	2018	Fungi	Ascomycetes
Aureobasidium_pullulans	GCA_004917485.1	Contig	27.8393	50.5	1194	10246	26	4	2019	Fungi	Ascomycetes
Heliconius_melpomene_cythera	GCA_900068525.1	Scaffold	184.32	34.4	324306	0	29	11	2015	Animals	Insects
Fusarium_oxysporum	GCA_003704975.1	Contig	47.4507	48.3	2370	0	31	10	2018	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609295.1	Contig	0.403327	43.5	109	0	10	1	2019	Plants	Land_Plants
Aspergillus_flavus	GCA_003711355.1	Scaffold	38.2692	47.2	291	0	5	11	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016525.1	Contig	9.3667	41.1	195	0	6	2	2016	Fungi	Ascomycetes
Clavispora_lusitaniae	GCA_003675835.1	Scaffold	11.9284	44.5	109	0	23	10	2018	Fungi	Ascomycetes
Phytophthora_ramorum	GCA_003956735.1	Scaffold	70.1219	54.2	1468	0	19	12	2018	Protists	Other_Protists
Pyricularia_oryzae	GCA_000734345.1	Contig	36.983	51.6	7027	0	28	7	2014	Fungi	Ascomycetes
Cryptococcus_neoformans_var._grubii	GCA_002222025.1	Scaffold	18.5687	48.2	568	6941	20	7	2017	Fungi	Basidiomycetes
Drosophila_melanogaster	GCA_002310775.1	Chromosome	120.381	42.438	6	0	18	9	2017	Animals	Insects
Plasmodium_falciparum_D6	GCA_000150415.1	Scaffold	13.2165	22.4	5011	0	9	11	2007	Protists	Apicomplexans
Homo_sapiens	GCA_001007805.1	Contig	3239.08	44.4	26312	0	14	5	2015	Animals	Mammals
Candida_albicans_P87	GCA_000774085.1	Scaffold	14.461	33.6	44	6250	10	11	2014	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003594685.1	Scaffold	19.0502	0	10224	0	24	9	2018	Protists	Kinetoplasts
Saccharomyces_cerevisiae_YJM470	GCA_000976095.2	Chromosome	12.5585	38.5303	17	5393	23	2	2015	Fungi	Ascomycetes
Triticum_aestivum	GCA_900236235.1	Scaffold	452.948	0	23433	0	1	12	2017	Plants	Land_Plants
Oryza_sativa_Japonica_Group	GCA_003449065.1	Contig	378.097	43.6	144	0	4	9	2018	Plants	Land_Plants
Oryza_sativa_Indica_Group	GCA_001611195.1	Scaffold	351.225	43.1	39669	0	5	4	2016	Plants	Land_Plants
Saccharomyces_cerevisiae_YJM541	GCA_000976125.2	Chromosome	12.9666	38.6692	18	5398	23	2	2015	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003594705.1	Scaffold	17.1852	45	4971	0	24	9	2018	Protists	Kinetoplasts
Candida_albicans_19F	GCA_000775445.1	Scaffold	14.5738	33.7	60	6277	10	11	2014	Fungi	Ascomycetes
Homo_sapiens	GCA_001015355.1	Contig	3028.92	44.4	11138	0	1	6	2015	Animals	Mammals
Plasmodium_falciparum_7G8	GCA_000150435.3	Scaffold	24.5591	23	277	6314	9	11	2007	Protists	Apicomplexans
Cryptococcus_neoformans_var._grubii	GCA_002222095.1	Scaffold	18.6028	48.2	588	6996	20	7	2017	Fungi	Basidiomycetes
Pyricularia_oryzae	GCA_000734395.1	Contig	36.7888	51.5	8371	0	28	7	2014	Fungi	Ascomycetes
Clavispora_lusitaniae	GCA_004026375.1	Contig	11.9077	44.5	189	0	16	1	2019	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016535.1	Contig	9.34687	41.1	162	0	6	2	2016	Fungi	Ascomycetes
Aspergillus_flavus	GCA_003711385.1	Scaffold	38.053	47.4	352	0	5	11	2018	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609305.1	Contig	0.531837	42.1	488	0	10	1	2019	Plants	Land_Plants
Fusarium_oxysporum	GCA_003705035.1	Contig	44.449	48.3	944	0	31	10	2018	Fungi	Ascomycetes
Heliconius_melpomene_bellula	GCA_900068535.1	Scaffold	228.014	33.3	333570	0	29	11	2015	Animals	Insects
Aureobasidium_pullulans	GCA_004917495.1	Contig	28.2343	50.6	427	10466	26	4	2019	Fungi	Ascomycetes
Corynespora_cassiicola	GCA_002975935.1	Contig	44.3899	51	9331	0	7	3	2018	Fungi	Ascomycetes
Cyclospora_cayetanensis	GCA_003944955.1	Scaffold	44.3202	51.9	1710	0	13	12	2018	Protists	Apicomplexans
Wallemia_mellicola	GCA_004918995.1	Contig	9.75655	40	221	4310	26	4	2019	Fungi	Basidiomycetes
Venturia_inaequalis	GCA_003690505.1	Scaffold	42.3885	0	8637	0	26	10	2018	Fungi	Ascomycetes
Venturia_inaequalis	GCA_003690525.1	Scaffold	48.9377	0	13741	0	26	10	2018	Fungi	Ascomycetes
Wallemia_mellicola	GCA_004919005.1	Contig	9.80173	39.9	230	4304	26	4	2019	Fungi	Basidiomycetes
Cyclospora_cayetanensis	GCA_003944965.1	Scaffold	44.2251	51.9	1384	0	13	12	2018	Protists	Apicomplexans
Corynespora_cassiicola	GCA_002975955.1	Contig	43.612	51	7624	0	7	3	2018	Fungi	Ascomycetes
Aureobasidium_pullulans	GCA_004917505.1	Contig	28.3036	50.7	1956	10509	26	4	2019	Fungi	Ascomycetes
Heliconius_melpomene_bellula	GCA_900068545.1	Scaffold	182.26	33	255413	0	29	11	2015	Animals	Insects
Fusarium_oxysporum	GCA_003705045.1	Contig	46.2821	48.4	1377	0	31	10	2018	Fungi	Ascomycetes
Oryza_rufipogon	GCA_900609315.1	Contig	0.576561	41.8	564	0	10	1	2019	Plants	Land_Plants
Aspergillus_flavus	GCA_003953485.1	Scaffold	36.706	48.1	221	0	18	12	2018	Fungi	Ascomycetes
Komagataella_pastoris	GCA_900016545.1	Contig	9.36572	41.1	170	0	6	2	2016	Fungi	Ascomycetes
Pyricularia_oryzae	GCA_000734405.1	Contig	36.1134	51.5	7798	0	28	7	2014	Fungi	Ascomycetes
Cryptococcus_neoformans_var._grubii	GCA_002222115.1	Scaffold	18.5168	48.2	588	6949	20	7	2017	Fungi	Basidiomycetes
Plasmodium_falciparum_Santa_Lucia	GCA_000150455.3	Scaffold	23.471	22.1	247	6195	9	11	2007	Protists	Apicomplexans
Homo_sapiens	GCA_001015385.3	Contig	3065	44.4	12091	0	1	6	2015	Animals	Mammals
Candida_albicans_L26	GCA_000775455.1	Scaffold	14.5167	33.6	57	6291	10	11	2014	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003594715.1	Scaffold	19.2746	0	6946	0	24	9	2018	Protists	Kinetoplasts
Saccharomyces_cerevisiae_YJM554	GCA_000976155.4	Chromosome	13.0198	38.6861	18	5358	23	2	2015	Fungi	Ascomycetes
Oryza_sativa_Indica_Group	GCA_001611235.1	Scaffold	352.227	41.8	116212	0	5	4	2016	Plants	Land_Plants
Oryza_sativa_Indica_Group	GCA_001611255.1	Scaffold	331.819	42	75421	0	5	4	2016	Plants	Land_Plants
Saccharomyces_cerevisiae_YJM555	GCA_000976185.2	Chromosome	13.2955	38.7803	18	5457	23	2	2015	Fungi	Ascomycetes
Trypanosoma_cruzi	GCA_003719155.1	Scaffold	65.0012	39.8	7764	32278	5	11	2018	Protists	Kinetoplasts
Candida_albicans_P34048	GCA_000775465.1	Scaffold	14.5429	33.7	52	6276	10	11	2014	Fungi	Ascomycetes
