map_id,ott_id,species_name,ref_id,map_length_cM,map_sex,map_length_female_cM,map_length_male_cM,n_markers,n_linkage_groups,haploid_chromosome_number,mapping_population_n,genome_size_mb,genome_size_id,genome_size_method,map_length_extrapolated_cM,rate_as_published_cM_per_Mb,qc_few_markers,qc_lg_hcn_mismatch,qc_duplicate_of_other_record,passes_2017_criteria,in_published_353,from_corbett_detig_2015,needs_reference,source_row,source_first_author,source_year
RM0420,ott532954,Siraitia grosvenorii,liu2011,1463.3,sex_averaged,,,199.0,25.0,14.0,,,,,,,False,True,False,False,False,False,False,420,Liu,2011
RM0421,ott475230,Solanum bulbocastanum,iorizzo2014,645.0,sex_averaged,,,401.0,12.0,12.0,,,,,,,False,False,False,True,False,False,False,421,Iorizzo,2014
RM0422,ott885264,Solanum habrochaites,,118.7,sex_averaged,,,16.0,12.0,12.0,,724.285,GS0531,estimate_unspecified,,,True,False,False,False,False,False,True,422,Geethanjali,2011
RM0423,ott378964,Solanum lycopersicum,viquezzamora2014,1297.3,sex_averaged,,,715.0,12.0,12.0,100.0,823.786,GS0533,estimate_unspecified,,,False,False,False,True,True,False,False,423,Viquez-Zamora,2014
RM0424,ott494843,Solanum melongena,fukuoka2012,1285.5,sex_averaged,,,952.0,12.0,12.0,,958.44,GS0535,estimate_unspecified,,,False,False,False,True,True,False,False,424,Fukuoka,2012
RM0425,ott1069768,Solanum pennellii,vandenoevervandenelsen2016,789.7,sex_averaged,,,208.0,11.0,12.0,131.0,926.426,GS0537,estimate_unspecified,,,False,False,False,True,True,False,False,425,vandenOever-vandenElsen,2016
RM0426,ott797186,Solanum pimpinellifolium,chen2014b,1567.5,sex_averaged,,,365.0,12.0,12.0,,688.247,GS0539,estimate_unspecified,,,False,False,False,True,True,False,False,426,Chen,2014
RM0427,ott494835,Solanum tuberosum,endelman2016,883.0,sex_averaged,,,2264.0,12.0,12.0,109.0,860.64,GS0541,estimate_unspecified,,,False,False,False,True,True,False,False,427,Endelman,2016
RM0428,ott366998,Solea senegalensis,molinaluzon2014,1004.0,sex_averaged,,,129.0,27.0,21.0,,,,,,,False,False,False,True,False,False,False,428,Molina-Luzon,2015
RM0429,ott710233,Solea solea,diopere2014,1233.8,sex_averaged,,,423.0,33.0,17.0,,713.94,GS0542,c_value,1849.4,,False,True,False,False,False,False,False,429,Diopere,2014
RM0430,ott552986,Sorghum bicolor,ji2017,1227.0,sex_averaged,,,446.0,,10.0,,1188.27,GS0544,estimate_unspecified,,1.94479697742095,False,False,False,,False,True,False,430,Corbet-Detig,2015
RM0431,ott552986,Sorghum bicolor,ji2017,2158.0,sex_averaged,,,2246.0,10.0,10.0,130.0,1188.27,GS0544,estimate_unspecified,,,False,False,False,True,True,False,False,431,Ji,2017
RM0432,ott778648,Spartina pectinata,crawford2016,1838.0,sex_averaged,,,1773.0,20.0,20.0,63.0,,,,,,False,False,False,True,False,False,False,432,Crawford,2016
RM0433,ott760723,Sparus aurata,palaiokostas2016,3899.0,sex_averaged,3822.0,4010.0,12085.0,24.0,24.0,825.0,929.1,GS0545,c_value,,,False,False,False,True,True,False,False,433,Palaiokostas,2016
RM0434,ott317784,Spinacia oleracea,channavarrete2015,433.6,sex_averaged,,,283.0,6.0,6.0,335.0,1007.3,GS0547,c_value,,0.593,False,False,False,True,True,False,False,434,Chan-Navarrete,2016
RM0435,ott1040287,Strongyloides ratti,nemetschke2010,90.2,sex_averaged,,,74.0,3.0,3.0,50.0,43.1502,GS0549,estimate_unspecified,,,False,False,False,True,True,False,False,435,Nemetschke,2010
RM0436,ott647692,Struthio camelus,huang2008,365.4,sex_averaged,,,35.0,13.0,40.0,,2112.48,GS0551,c_value,,,True,False,False,False,False,False,False,436,Huang,2008
RM0437,ott226396,Suncus murinus,adjei2008,403.5,sex_averaged,,,42.0,12.0,20.0,,,,,,,True,False,False,False,False,False,False,437,Adjei,2008
RM0438,ott730013,Sus scrofa,tortereau2012,1603.8745458277,sex_averaged,,,2365.0,,20.0,,2922.264,GS0553,estimate_unspecified,,0.668784478803514,False,False,False,,False,True,False,438,Corbet-Detig,2015
RM0439,ott730013,Sus scrofa,tortereau2012,2012.0,sex_averaged,2244.0,1782.0,38599.0,20.0,20.0,573.0,2922.264,GS0553,estimate_unspecified,,,False,False,False,True,True,False,False,439,Tortereau,2012
RM0440,ott708327,Taeniopygia guttata,backstrom2010,1479.0,sex_averaged,1330.0,1304.0,1398.0,29.0,35.0,1000.0,1222.5,GS0556,c_value,,1.5,False,False,False,True,True,False,False,440,Backstrom,2010
RM0441,ott65341,Takifugu rubripes,kai2011,1696.3,sex_averaged,2189.8,1202.8,1000.0,22.0,22.0,62.0,391.2,GS0558,c_value,,,False,False,False,True,True,False,False,441,Kai,2005
RM0442,ott843397,Taraxacum koksaghyz,arias2016,894.1,sex_averaged,,,518.0,8.0,8.0,94.0,1420.0,GS0634,other_literature,,,False,False,False,True,True,False,False,442,Arias,2016
RM0443,ott309291,Taxodium mucronatum,wang2016a,976.5,sex_averaged,,,179.0,34.0,11.0,148.0,8850.9,GS0560,c_value,,,False,True,False,False,False,False,False,443,Wang,2016
RM0444,ott302422,Theileria parva,katzer2011,1683.8,sex_averaged,,,39.0,4.0,2.0,35.0,8.34761,GS0562,estimate_unspecified,,220.0,True,True,False,False,False,False,False,444,Katzer,2011
RM0445,ott388185,Theobroma cacao,royaert2016,852.8,sex_averaged,,,3526.0,10.0,10.0,,420.5,GS0564,c_value,,2.623,False,False,False,True,True,False,False,445,Royaert,2016
RM0446,ott833202,Thunnus orientalis,uchino2016,1162.6,sex_averaged,1332.3,992.9,370.0,24.0,24.0,193.0,800.0,GS0566,estimate_unspecified,,,False,False,False,True,True,False,False,446,Uchino,2016
RM0447,ott461524,Tigriopus californicus,foley2011,401.0,sex_averaged,,,190.0,12.0,12.0,250.0,244.5,GS0567,c_value,,,False,False,False,True,True,False,False,447,Foley,2011
RM0448,ott61762,Torreya grandis,zeng2014,7139.9,sex_averaged,,,262.0,10.0,11.0,96.0,,,,,,False,False,False,True,False,False,False,448,Zeng,2014
RM0449,ott252145,Toxoplasma gondii,khan2005,592.0,sex_averaged,,,,14.0,14.0,71.0,65.6681,GS0569,estimate_unspecified,,,False,False,False,,False,False,False,449,Khan,2005
RM0450,ott148904,Tribolium castaneum,lorenzen2005,571.0,sex_averaged,,,424.0,10.0,10.0,,202.935,GS0571,c_value,,,False,False,False,True,True,False,False,450,Lorenzen,2005
RM0451,ott389727,Tribolium confusum,yezerski2003,968.0,sex_averaged,,,137.0,8.0,8.0,182.0,245.0,GS0635,other_literature,,4.0,False,False,False,True,True,False,False,451,Yezerski,2003
RM0452,ott137951,Trichogramma brassicae,laurent1998,1330.0,sex_averaged,,,84.0,7.0,5.0,93.0,246.0,GS0636,other_literature,,5.4,False,False,False,True,True,False,False,452,Laurent,1998
RM0453,ott839027,Trifolium pratense,hirakawa2016,2084.0,sex_averaged,,,2153.0,8.0,7.0,155.0,528.12,GS0573,c_value,,0.702,False,False,False,True,True,False,False,453,Hirakawa,2016
RM0454,ott116218,Trifolium repens,griffiths2013,1274.0,sex_averaged,,,1109.0,16.0,16.0,,1095.36,GS0574,estimate_unspecified,,,False,False,False,True,True,False,False,454,Griffiths,2013
RM0455,ott539553,Trifolium subterraneum,ghamkhar2011,1701.7,sex_averaged,,,144.0,8.0,8.0,,547.68,GS0576,estimate_unspecified,,,False,False,False,True,True,False,False,455,Ghamkhar,2012
RM0456,ott4731601,Triticosecale,alheit2011,2309.9,sex_averaged,,,1929.0,8.0,7.0,,,,,,,False,False,False,True,False,False,False,456,Alheit,2011
RM0457,ott31926,Triticum aestivum,zhai2016,2875.3,sex_averaged,,,10990.0,21.0,21.0,191.0,16948.74,GS0578,estimate_unspecified,,,False,False,False,True,True,False,False,457,Zhai,2016
RM0458,ott605173,Triticum dicoccum,russo2014,2879.3,sex_averaged,,,9040.0,45.0,14.0,136.0,11765.34,GS0579,c_value,,,False,True,False,False,False,False,False,458,Russo,2014
RM0459,ott494245,Trypanosoma brucei,macleod2005,1157.5,sex_averaged,,,182.0,11.0,11.0,,22.1481,GS0581,estimate_unspecified,,,False,False,False,True,True,False,False,459,MacLeod,2005
RM0460,ott99027,Typhula ishikariensis,chang2008,436.0,sex_averaged,,,502.0,7.0,7.0,93.0,,,,,,False,False,False,True,False,False,False,460,Chang,2008
RM0461,ott616561,Undaria pinnatifida,shan2015,1816.28,sex_averaged,,,4626.0,30.0,30.0,101.0,560.0,GS0637,other_literature,,,False,False,False,True,True,False,False,461,Shan,2015
RM0462,ott322300,Urochloa humidicola,vigna2016,1702.82,sex_averaged,,,102.0,49.0,36.0,,,,,,,False,False,False,True,False,False,False,462,Vigna,2016
RM0463,ott567253,Vaccinium corymbosum,mccallum2016,1621.0,sex_averaged,,,785.0,12.0,12.0,,655.26,GS0582,estimate_unspecified,,,False,False,False,True,True,False,False,463,McCallum,2016
RM0464,ott295602,Vaccinium macrocarpon,covarrubiaspazaran2016,1112.0,sex_averaged,,,4849.0,12.0,12.0,,414.622,GS0584,estimate_unspecified,,,False,False,False,True,True,False,False,464,Covarrubias-Pazaran,2016
RM0465,ott1064791,Vanilla tahitensis,lepersandrzejewski2012,1035.85,sex_averaged,,,225.0,18.0,13.0,,5603.94,GS0585,c_value,,,False,False,False,True,True,False,False,465,Lepers-Andrzejewski,2012
RM0466,ott581449,Venturia inaequalis,broggini2011,975.0,sex_averaged,,,217.0,13.0,7.0,,55.1254,GS0587,estimate_unspecified,,,False,True,False,False,False,False,False,466,Broggini,2011
RM0467,ott52839,Vespula vulgaris,sirvio2011,2129.0,sex_averaged,,,210.0,38.0,25.0,96.0,219.8,GS0588,estimate_unspecified,,9.7,False,False,False,True,True,False,False,467,Sirvio,2011
RM0468,ott539544,Vicia faba,kaur2014,1216.8,sex_averaged,,,822.0,6.0,6.0,,17622.582,GS0590,c_value,,0.12,False,False,False,True,True,False,False,468,Kaur,2014
RM0469,ott1065959,Vigna angularis,liu2016d,1628.15,sex_averaged,,,2032.0,11.0,11.0,,537.9,GS0592,estimate_unspecified,,,False,False,False,True,True,False,False,469,Liu,2016
RM0470,ott1065954,Vigna mungo,gupta2008,865.1,sex_averaged,,,428.0,11.0,11.0,104.0,537.9,GS0593,estimate_unspecified,,,False,False,False,True,True,False,False,470,Gupta,2008
RM0471,ott806245,Vigna radiata,wang2016,732.9,sex_averaged,,,560.0,11.0,11.0,,894.87,GS0595,c_value,,0.584,False,False,False,True,True,False,False,471,Wang,2016
RM0472,ott853659,Vigna subterranea,,608.3,sex_averaged,,,238.0,21.0,11.0,,880.2,GS0596,estimate_unspecified,,,False,True,False,False,False,False,True,472,Ahmad,2016
RM0473,ott1065941,Vigna unguiculata,kongjaimun2012,852.4,sex_averaged,,,226.0,11.0,11.0,,586.8,GS0598,estimate_unspecified,,,False,False,False,True,True,False,False,473,Kongjaimun,2012
RM0474,ott581960,Vigna vexillata,marubodee2015,973.9,sex_averaged,,,559.0,11.0,11.0,300.0,567.24,GS0599,estimate_unspecified,,,False,False,False,True,True,False,False,474,Marubodee,2015
RM0475,ott805071,Vitis amurensis,liu2013c,1123.0,sex_averaged,,,228.0,21.0,19.0,94.0,489.0,GS0600,estimate_unspecified,,,False,False,False,True,True,False,False,475,Liu,2013
RM0476,ott314458,Vitis cinerea,zhang2009,1155.98,sex_averaged,,,235.0,19.0,19.0,,489.0,GS0601,estimate_unspecified,,,False,False,False,True,True,False,False,476,Zhang,2009
RM0477,ott756728,Vitis vinifera,guo2015b,1929.13,sex_averaged,,,7199.0,19.0,19.0,,446.946,GS0603,c_value,,0.822,False,False,False,True,True,False,False,477,Guo,2015
RM0478,ott940184,Xenopus tropicalis,wells2011,1668.0,sex_averaged,,,2886.0,10.0,10.0,,1440.4,GS0605,estimate_unspecified,,,False,False,False,True,True,False,False,478,Wells,2011
RM0479,ott416852,Xiphophorus maculatus,amores2014,1328.3,sex_averaged,,,16114.0,24.0,24.0,267.0,885.09,GS0607,c_value,,,False,False,False,True,True,False,False,479,Amores,2014
RM0480,ott605194,Zea mays,zhou2016b,1399.3,sex_averaged,,,1012.0,,10.0,,2669.9,GS0609,c_value,,0.691854109712248,False,False,False,,False,True,False,480,Corbet-Detig,2015
RM0481,ott605194,Zea mays,zhou2016b,1545.65,sex_averaged,,,4183.0,10.0,10.0,314.0,2669.9,GS0609,c_value,,0.67,False,False,False,True,True,False,False,481,Zhou,2016
RM0482,ott908705,Zea nicaraguensis,mano2010,793.5,sex_averaged,,,236.0,10.0,10.0,,,,,,,False,False,False,True,False,False,False,482,Mano,2012
RM0483,ott73483,Ziziphus jujuba,zhang2016c,1456.53,sex_averaged,,,2540.0,12.0,12.0,145.0,437.754,GS0611,estimate_unspecified,,,False,False,False,True,True,False,False,483,Zhang,2016
RM0484,ott586007,Zoysia japonica,wang2015c,1337.2,sex_averaged,,,2408.0,21.0,20.0,60.0,420.54,GS0613,estimate_unspecified,,,False,False,False,True,True,False,False,484,Wang,2015
RM0485,ott205630,Zoysia matrella,huang2016,1824.95,sex_averaged,,,2563.0,20.0,20.0,,563.439,GS0615,estimate_unspecified,,,False,False,False,True,True,False,False,485,Huang,2016
RM0486,ott906425,Zymoseptoria tritici,lendenmann2014,4255.4,sex_averaged,,,9745.0,21.0,21.0,263.0,39.6863,GS0617,estimate_unspecified,,,False,False,False,True,True,False,False,486,Lendenmann,2014
