ref_id,doi,doi_url,authors,n_authors,year,title,journal,journal_normalized,journal_abbrev,volume,issue,pages,publisher,issn,publication_type,crossref_citation_count,si_ref_number,si_first_author,si_year,citation_verbatim,match_confidence,match_title_score,match_author_score,manual_review,review_note,flag_year_mismatch,flag_author_list_incomplete,flag_no_doi
diaz2011,10.1186/1471-2229-11-111,https://doi.org/10.1186/1471-2229-11-111,"Diaz, Aurora; Fergany, Mohamed; Formisano, Gelsomina; Ziarsolo, Peio; Blanca, José; Fei, Zhanjun; Staub, Jack E; Zalapa, Juan E; Cuevas, Hugo E; Dace, Gayle; Oliver, Marc; Boissot, Nathalie; Dogimont, Catherine; Pitrat, Michel; Hofstede, René; van Koert, Paul; Harel-Beja, Rotem; Tzuri, Galil; Portnoy, Vitaly; Cohen, Shahar; Schaffer, Arthur; Katzir, Nurit; Xu, Yong; Zhang, Haiying; Fukino, Nobuko; Matsumoto, Satoru; Garcia-Mas, Jordi; Monforte, Antonio J",28.0,2011,A consensus linkage map for molecular markers and Quantitative Trait Loci associated with economically important traits in melon (Cucumis meloL.),BMC Plant Biology,BMC Plant Biology,BMC Plant Biol,11,1,,Springer Science and Business Media LLC,1471-2229,journal-article,158.0,96.0,Diaz,2011.0,"Diaz, A., M. Fergany, G. Formisano, P. Ziarsolo, J. Blanca, Z. J. Fei, J. E. Staub, J. E. Zalapa, H. E. Cuevas, G. Dace, M. Oliver, N. Boissot, C. Dogimont, M. Pitrat, R. Hofstede, P. van Koert, R. Harel-Beja, G. Tzuri, V. Portnoy, S. Cohen, A. Schaffer, N. Katzir, Y. Xu, H. Y. Zhang, N. Fukino, S. Matsumoto, J. Garcia-Mas, and A. J. Monforte. 2011. A consensus linkage map for molecular markers and Quantitative Trait Loci associated with",high,100.0,100.0,,,False,False,False
zhu2016,10.3389/fpls.2016.00437,https://doi.org/10.3389/fpls.2016.00437,"Zhu, Wen-Ying; Huang, Long; Chen, Long; Yang, Jian-Tao; Wu, Jia-Ni; Qu, Mei-Ling; Yao, Dan-Qing; Guo, Chun-Li; Lian, Hong-Li; He, Huan-Le; Pan, Jun-Song; Cai, Run",12.0,2016,A High-Density Genetic Linkage Map for Cucumber (Cucumis sativus L.): Based on Specific Length Amplified Fragment (SLAF) Sequencing and QTL Analysis of Fruit Traits in Cucumber,Frontiers in Plant Science,Frontiers in Plant Science,Front. Plant Sci.,7,,,Frontiers Media SA,1664-462X,journal-article,54.0,97.0,Zhu,2016.0,"Zhu, W. Y., L. Huang, L. Chen, J. T. Yang, J. N. Wu, M. L. Qu, D. Q. Yao, C. L. Guo, H. L. Lian, H. L. He, J. S. Pan, and R. Cai. 2016. A High-Density Genetic Linkage Map for Cucumber (Cucumis sativus L.): Based on Specific Length Amplified Fragment (SLAF) Sequencing and QTL Analysis of Fruit",high,100.0,100.0,,,False,False,False
zhang2015a,10.1186/s12864-015-2312-8,https://doi.org/10.1186/s12864-015-2312-8,"Zhang, Guoyu; Ren, Yi; Sun, Honghe; Guo, Shaogui; Zhang, Fan; Zhang, Jie; Zhang, Haiying; Jia, Zhangcai; Fei, Zhangjun; Xu, Yong; Li, Haizhen",11.0,2015,A high-density genetic map for anchoring genome sequences and identifying QTLs associated with dwarf vine in pumpkin (Cucurbita maxima Duch.),BMC Genomics,BMC Genomics,BMC Genomics,16,1,,Springer Science and Business Media LLC,1471-2164,journal-article,66.0,98.0,Zhang,2015.0,"Zhang, G. Y., Y. Ren, H. H. Sun, S. G. Guo, F. Zhang, J. Zhang, H. Y. Zhang, Z. C. Jia, Z. J. Fei, Y. Xu, and H. Z. Li. 2015. A high-density genetic map for anchoring genome sequences and identifying QTLs associated with dwarf vine in pumpkin (Cucurbita maxima Duch.). Bmc Genomics 16.",high,100.0,100.0,,,False,False,False
gong2008,10.1139/g08-072,https://doi.org/10.1139/g08-072,"Gong, L.; Pachner, M.; Kalai, K.; Lelley, T.",4.0,2008,SSR-based genetic linkage map ofCucurbita moschataand its synteny withCucurbita pepo,Genome,Genome,Genome,51,11,878-887,Canadian Science Publishing,0831-2796,journal-article,39.0,99.0,Gong,2008.0,"Gong, L., M. Pachner, K. Kalai, and T. Lelley. 2008. SSR-based genetic linkage map of Cucurbita moschata and its synteny with Cucurbita pepo.",high,100.0,100.0,,,False,False,False
monteropau2017,10.1186/s12864-016-3439-y,https://doi.org/10.1186/s12864-016-3439-y,"Montero-Pau, Javier; Blanca, José; Esteras, Cristina; Martínez-Pérez, Eva Ma.; Gómez, Pedro; Monforte, Antonio J.; Cañizares, Joaquín; Picó, Belén",8.0,2017,An SNP-based saturated genetic map and QTL analysis of fruit-related traits in Zucchini using Genotyping-by-sequencing,BMC Genomics,BMC Genomics,BMC Genomics,18,1,,Springer Science and Business Media LLC,1471-2164,journal-article,78.0,100.0,Montero-Pau,2017.0,"Montero-Pau, J., J. Blanca, C. Esteras, E. M. Martínez-Pérez, P. Gómez, A. J. Monforte, J. Cañizares, and B. Picó. 2017. An SNP-based saturated genetic map and QTL analysis of fruit-related traits in Zucchini using",high,100.0,100.0,,,False,False,False
hickner2013,10.1093/jhered/est040,https://doi.org/10.1093/jhered/est040,"Hickner, Paul V.; Mori, Akio; Chadee, Dave D.; Severson, David W.",4.0,2013,Composite Linkage Map and Enhanced Genome Map for Culex pipiens Complex Mosquitoes,Journal of Heredity,Journal of Heredity,,104,5,649-655,Oxford University Press (OUP),1465-7333,journal-article,15.0,101.0,Hickner,2013.0,"Hickner, P. V., A. Mori, D. D. Chadee, and D. W. Severson. 2013. Composite Linkage Map and Enhanced Genome Map for Culex pipiens Complex Mosquitoes. Journal of Heredity 104:649-655.",high,100.0,100.0,,,False,False,False
hansson2009,10.1038/hdy.2009.107,https://doi.org/10.1038/hdy.2009.107,"Hansson, B; Ljungqvist, M; Dawson, D A; Mueller, J C; Olano-Marin, J; Ellegren, H; Nilsson, J-Å",7.0,2009,Avian genome evolution: insights from a linkage map of the blue tit (Cyanistes caeruleus),Heredity,Heredity,Heredity,104,1,67-78,Springer Science and Business Media LLC,0018-067X,journal-article,28.0,102.0,Hansson,2010.0,"Hansson, B., M. Ljungqvist, D. A. Dawson, J. C. Mueller, J. Olano-Marin, H. Ellegren, and J. A. Nilsson. 2010. Avian genome evolution: insights from a linkage map of the blue tit (Cyanistes caeruleus). Heredity 104:67-78.",high,100.0,100.0,,,True,False,False
portis2009,10.1007/s00122-009-1159-2,https://doi.org/10.1007/s00122-009-1159-2,"Portis, E.; Mauromicale, G.; Mauro, R.; Acquadro, A.; Scaglione, D.; Lanteri, S.",6.0,2009,Construction of a reference molecular linkage map of globe artichoke (Cynara cardunculus var. scolymus),Theoretical and Applied Genetics,Theoretical and Applied Genetics,Theor Appl Genet,120,1,59-70,Springer Science and Business Media LLC,0040-5752,journal-article,40.0,103.0,Portis,2009.0,"Portis, E., G. Mauromicale, R. Mauro, A. Acquadro, D. Scaglione, and S. Lanteri. 2009. Construction of a reference molecular linkage map of globe artichoke (Cynara cardunculus var. scolymus). Theoretical and Applied",high,100.0,100.0,,,False,False,False
harrisshultz2010,10.21273/jashs.135.6.511,https://doi.org/10.21273/jashs.135.6.511,"Harris-Shultz, Karen R.; Schwartz, Brian M.; Hanna, Wayne W.; Brady, Jeff A.",4.0,2010,"Development, Linkage Mapping, and Use of Microsatellites in Bermudagrass",Journal of the American Society for Horticultural Science,Journal of the American Society for Horticultural Science,J. Amer. Soc. Hort. Sci.,135,6,511-520,American Society for Horticultural Science,0003-1062,journal-article,27.0,104.0,Harris-Shultz,2010.0,"Harris-Shultz, K. R., B. M. Schwartz, W. W. Hanna, and J. A. Brady. 2010. Development, Linkage Mapping, and Use of Microsatellites in Bermudagrass. Journal of the American Society for Horticultural Science 135:511-520.",high,100.0,100.0,,,False,False,False
song2012,10.1371/journal.pone.0052097,https://doi.org/10.1371/journal.pone.0052097,"Song, Wentao; Li, Yangzhen; Zhao, Yongwei; Liu, Yang; Niu, Yuze; Pang, Renyi; Miao, Guidong; Liao, Xiaolin; Shao, Changwei; Gao, Fengtao; Chen, Songlin",11.0,2012,Construction of a High-Density Microsatellite Genetic Linkage Map and Mapping of Sexual and Growth-Related Traits in Half-Smooth Tongue Sole (Cynoglossus semilaevis),PLoS ONE,PLOS ONE,PLoS ONE,7,12,e52097,Public Library of Science (PLoS),1932-6203,journal-article,74.0,105.0,Song,2012.0,"Song, W. T., Y. Z. Li, Y. W. Zhao, Y. Liu, Y. Z. Niu, R. Y. Pang, G. D. Miao, X. L. Liao, C. W. Shao, F. T. Gao, and S. L. Chen. 2012. Construction of a High-Density Microsatellite Genetic Linkage Map and Mapping of Sexual and Growth-Related Traits in Half-Smooth Tongue Sole (Cynoglossus semilaevis).",high,100.0,100.0,,,False,False,False
zhao2013a,10.1371/journal.pone.0063928,https://doi.org/10.1371/journal.pone.0063928,"Zhao, Lan; Zhang, Yan; Ji, Peifeng; Zhang, Xiaofeng; Zhao, Zixia; Hou, Guangyuan; Huo, Linhe; Liu, Guiming; Li, Chao; Xu, Peng; Sun, Xiaowen",11.0,2013,A Dense Genetic Linkage Map for Common Carp and Its Integration with a BAC-Based Physical Map,PLoS ONE,PLOS ONE,PLoS ONE,8,5,e63928,Public Library of Science (PLoS),1932-6203,journal-article,34.0,106.0,Zhao,2013.0,"Zhao, L., Y. Zhang, P. F. Ji, X. F. Zhang, Z. X. Zhao, G. Y. Hou, L. H. Huo, G. M. Liu, C. Li, P. Xu, and X. W. Sun. 2013. A Dense Genetic Linkage Map for Common Carp and Its Integration with a BAC-Based Physical Map. Plos One",high,100.0,100.0,,,False,False,False
zhao2016b,10.1038/srep29345,https://doi.org/10.1038/srep29345,"Zhao, Xinxin; Huang, Linkai; Zhang, Xinquan; Wang, Jianping; Yan, Defei; Li, Ji; Tang, Lu; Li, Xiaolong; Shi, Tongwei",9.0,2016,Construction of high-density genetic linkage map and identification of flowering-time QTLs in orchardgrass using SSRs and SLAF-seq,Scientific Reports,Scientific Reports,Sci Rep,6,1,,Springer Science and Business Media LLC,2045-2322,journal-article,35.0,107.0,Zhao,2016.0,"Zhao, X., L. Huang, X. Zhang, J. Wang, D. Yan, J. Li, L. Tang, X. Li, and T. Shi. 2016. Construction of high-density genetic linkage map and identification of flowering-time QTLs in orchardgrass using SSRs and SLAF-seq. Scientific",high,100.0,100.0,,,False,False,False
bradley2011,10.1534/g3.111.000190,https://doi.org/10.1534/g3.111.000190,"Bradley, Kevin M.; Breyer, Joan P.; Melville, David B.; Broman, Karl W.; Knapik, Ela W.; Smith, Jeffrey R.",6.0,2011,An SNP-Based Linkage Map for Zebrafish Reveals Sex Determination Loci,G3: Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,G3,1,1,3-9,Oxford University Press (OUP),2160-1836,journal-article,137.0,108.0,Bradley,2011.0,"Bradley, K. M., J. P. Breyer, D. B. Melville, K. W. Broman, E. W. Knapik, and J. R. Smith. 2011. An SNP-Based Linkage Map for Zebrafish Reveals Sex Determination Loci. G3-Genes Genomes Genetics 1:3-9.",high,100.0,100.0,,,False,False,False
dukic2016,10.1186/s12863-016-0445-7,https://doi.org/10.1186/s12863-016-0445-7,"Dukić, Marinela; Berner, Daniel; Roesti, Marius; Haag, Christoph R.; Ebert, Dieter",5.0,2016,A high-density genetic map reveals variation in recombination rate across the genome of Daphnia magna,BMC Genetics,BMC Genetics,BMC Genet,17,1,,Springer Science and Business Media LLC,1471-2156,journal-article,43.0,109.0,Dukic,2016.0,"Dukic, M., D. Berner, M. Roesti, C. R. Haag, and D. Ebert. 2016. A high-density genetic map reveals variation in recombination rate across the",high,100.0,88.88888888888889,,,False,False,False
cristescu2006,10.1016/j.ygeno.2006.03.007,https://doi.org/10.1016/j.ygeno.2006.03.007,"Cristescu, Melania E.A.; Colbourne, John K.; Radivojac, Jelena; Lynch, Michael",4.0,2006,"A microsatellite-based genetic linkage map of the waterflea, Daphnia pulex: On the prospect of crustacean genomics",Genomics,Genomics,Genomics,88,4,415-430,Elsevier BV,0888-7543,journal-article,66.0,110.0,Cristescu,2006.0,"Cristescu, M. E. A., J. K. Colbourne, J. Radivojc, and M. Lynch. 2006. A micro satellite-based genetic linkage map of the waterflea, Daphnia pulex: On the prospect of crustacean genomics. Genomics 88:415-430.",high,99.5260663507109,100.0,,,False,False,False
cavagnaro2014,10.1186/1471-2164-15-1118,https://doi.org/10.1186/1471-2164-15-1118,"Cavagnaro, Pablo F; Iorizzo, Massimo; Yildiz, Mehtap; Senalik, Douglas; Parsons, Joshua; Ellison, Shelby; Simon, Philipp W",7.0,2014,A gene-derived SNP-based high resolution linkage map of carrot including the location of QTL conditioning root and leaf anthocyanin pigmentation,BMC Genomics,BMC Genomics,BMC Genomics,15,1,,Springer Science and Business Media LLC,1471-2164,journal-article,64.0,111.0,Cavagnaro,2014.0,"Cavagnaro, P. F., M. Iorizzo, M. Yildiz, D. Senalik, J. Parsons, S. Ellison, and P. W. Simon. 2014. A gene-derived SNP-based high resolution linkage map of carrot including the location of QTL conditioning root and leaf anthocyanin",high,100.0,100.0,,,False,False,False
yagi2013,10.1186/1471-2164-14-734,https://doi.org/10.1186/1471-2164-14-734,"Yagi, Masafumi; Yamamoto, Toshiya; Isobe, Sachiko; Hirakawa, Hideki; Tabata, Satoshi; Tanase, Koji; Yamaguchi, Hiroyasu; Onozaki, Takashi",8.0,2013,Construction of a reference genetic linkage map for carnation (Dianthus caryophyllus L.),BMC Genomics,BMC Genomics,BMC Genomics,14,1,734,Springer Science and Business Media LLC,1471-2164,journal-article,37.0,112.0,Yagi,2013.0,"Yagi, M., T. Yamamoto, S. Isobe, H. Hirakawa, S. Tabata, K. Tanase, H. Yamaguchi, and T. Onozaki. 2013. Construction of a reference genetic linkage map for carnation (Dianthus caryophyllus L.). Bmc Genomics 14.",high,100.0,100.0,,,False,False,False
chistiakov2008,10.1111/j.1365-2052.2008.01786.x,https://doi.org/10.1111/j.1365-2052.2008.01786.x,"Chistiakov, D. A.; Tsigenopoulos, C. S.; Lagnel, J.; Guo, Y.‐M.; Hellemans, B.; Haley, C. S.; Volckaert, F. A. M.; Kotoulas, G.",8.0,2008,A combined AFLP and microsatellite linkage map and pilot comparative genomic analysis of European sea bass Dicentrarchus labrax L.,Animal Genetics,Animal Genetics,Animal Genetics,39,6,623-634,Wiley,0268-9146,journal-article,55.0,113.0,Chistiakov,2008.0,"Chistiakov, D. A., C. S. Tsigenopoulos, J. Lagnel, Y. M. Guo, B. Hellemans, C. S. Haley, F. A. M. Volckaert, and G. Kotoulas. 2008. A combined AFLP and microsatellite linkage map and pilot comparative genomic analysis of European sea bass Dicentrarchus labrax L. Animal Genetics 39:623-634.",high,99.2063492063492,100.0,,,False,False,False
stocker2012,10.1534/g3.111.001354,https://doi.org/10.1534/g3.111.001354,"Stocker, Ann J; Rusuwa, Bosco B; Blacket, Mark J; Frentiu, Francesca D; Sullivan, Mitchell; Foley, Bradley R; Beatson, Scott; Hoffmann, Ary A; Chenoweth, Stephen F",9.0,2012,"Physical and Linkage Maps forDrosophila serrata, a Model Species for Studies of Clinal Adaptation and Sexual Selection",G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,2,2,287-297,Oxford University Press (OUP),2160-1836,journal-article,17.0,114.0,Stocker,2012.0,"Stocker, A. J., B. B. Rusuwa, M. J. Blacket, F. D. Frentiu, M. Sullivan, B. R. Foley, S. Beatson, A. A. Hoffmann, and S. F. Chenoweth. 2012. Physical and Linkage Maps for Drosophila serrata, a Model Species for Studies of Clinal Adaptation and Sexual Selection. G3-Genes Genomes Genetics 2:287-297.",high,100.0,100.0,,,False,False,False
heesch2010,10.1111/j.1469-8137.2010.03273.x,https://doi.org/10.1111/j.1469-8137.2010.03273.x,"Heesch, Svenja; Cho, Ga Youn; Peters, Akira F.; Le Corguillé, Gildas; Falentin, Cyril; Boutet, Gilles; Coëdel, Solène; Jubin, Claire; Samson, Gaelle; Corre, Erwan; Coelho, Susana M.; Mark Cock, J.",12.0,2010,A sequence‐tagged genetic map for the brown alga Ectocarpus siliculosus provides large‐scale assembly of the genome sequence,New Phytologist,New Phytologist,New Phytologist,188,1,42-51,Wiley,0028-646X,journal-article,58.0,115.0,Heesch,2010.0,"Heesch, S., G. Y. Cho, A. F. Peters, G. Le Corguille, C. Falentin, G. Boutet, S. Coedel, C. Jubin, G. Samson, E. Corre, S. M. Coelho, and J. M. Cock. 2010. A sequence-tagged genetic map for the brown alga Ectocarpus siliculosus provides large-scale assembly of the genome sequence. New",high,100.0,100.0,,,False,False,False
blake2011,10.1016/j.ijpara.2010.09.004,https://doi.org/10.1016/j.ijpara.2010.09.004,"Blake, Damer P.; Oakes, Richard; Smith, Adrian L.",3.0,2011,A genetic linkage map for the apicomplexan protozoan parasite Eimeria maxima and comparison with Eimeria tenella,International Journal for Parasitology,International Journal for Parasitology,International Journal for Parasitology,41,2,263-270,Elsevier BV,0020-7519,journal-article,11.0,116.0,Blake,2011.0,"Blake, D. P., R. Oakes, and A. L. Smith. 2011. A genetic linkage map for the apicomplexan protozoan parasite Eimeria maxima and comparison with Eimeria tenella. International Journal for Parasitology 41:263-270.",high,100.0,100.0,,,False,False,False
shirley2000,10.1101/gr.149200,https://doi.org/10.1101/gr.149200,"Shirley, Martin W.; Harvey, Dora A.",2.0,2000,A Genetic Linkage Map of the Apicomplexan Protozoan Parasite Eimeria tenella,Genome Research,Genome Research,Genome Res.,10,10,1587-1593,Cold Spring Harbor Laboratory,1088-9051,journal-article,55.0,117.0,Shirley,2000.0,"Shirley, M. W., and D. A. Harvey. 2000. A genetic linkage map of the apicomplexan protozoan parasite Eimeria tenella. Genome Research 10:1587-",high,100.0,100.0,,,False,False,False
ting2016,10.1186/s12864-016-2607-4,https://doi.org/10.1186/s12864-016-2607-4,"Ting, Ngoot-Chin; Yaakub, Zulkifli; Kamaruddin, Katialisa; Mayes, Sean; Massawe, Festo; Sambanthamurthi, Ravigadevi; Jansen, Johannes; Low, Leslie Eng Ti; Ithnin, Maizura; Kushairi, Ahmad; Arulandoo, Xaviar; Rosli, Rozana; Chan, Kuang-Lim; Amiruddin, Nadzirah; Sritharan, Kandha; Lim, Chin Ching; Nookiah, Rajanaidu; Amiruddin, Mohd Din; Singh, Rajinder",19.0,2016,Fine-mapping and cross-validation of QTLs linked to fatty acid composition in multiple independent interspecific crosses of oil palm,BMC Genomics,BMC Genomics,BMC Genomics,17,1,,Springer Science and Business Media LLC,1471-2164,journal-article,38.0,118.0,Ting,2016.0,"Ting, N. C., Z. Yaakub, K. Kamaruddin, S. Mayes, F. Massawe, R. Sambanthamurthi, J. Jansen, L. E. T. Low, M. Ithnin, A. Kushairi, X. Arulandoo, R. Rosli, K. L. Chan, N. Amiruddin, K. Sritharan, C. C. Lim, R. Nookiah, M. D. Amiruddin, and R. Singh. 2016. Fine-mapping and cross-validation of QTLs linked to fatty acid composition in multiple independent",high,100.0,100.0,,,False,False,False
montoya2013,10.1007/s11295-013-0629-5,https://doi.org/10.1007/s11295-013-0629-5,"Montoya, Carmenza; Lopes, Ricardo; Flori, Albert; Cros, David; Cuellar, Teresa; Summo, Maryline; Espeout, Sandra; Rivallan, Ronan; Risterucci, Ange-Marie; Bittencourt, Daniela; Zambrano, Jorge R.; Alarcón G, Wilmar H.; Villeneuve, Pierre; Pina, Michel; Nouy, Bruno; Amblard, Philippe; Ritter, Enrique; Leroy, Thierry; Billotte, Norbert",19.0,2013,Quantitative trait loci (QTLs) analysis of palm oil fatty acid composition in an interspecific pseudo-backcross from Elaeis oleifera (H.B.K.) Cortés and oil palm (Elaeis guineensis Jacq.),Tree Genetics & Genomes,Tree Genetics & Genomes,Tree Genetics & Genomes,9,5,1207-1225,Springer Science and Business Media LLC,1614-2942,journal-article,70.0,119.0,Montoya,2013.0,"Montoya, C., R. Lopes, A. Flori, D. Cros, T. Cuellar, M. Summo, S. Espeout, R. Rivallan, A. M. Risterucci, D. Bittencourt, J. R. Zambrano, W. H. Alarcon, P. Villeneuve, M. Pina, B. Nouy, P. Amblard, E. Ritter, T. Leroy, and N. Billotte. 2013. Quantitative trait loci (QTLs) analysis of palm oil fatty acid composition in an interspecific pseudo-backcross from Elaeis oleifera (HBK)",high,98.48484848484848,100.0,,,False,False,False
mott2011,10.1139/g11-045,https://doi.org/10.1139/g11-045,"Mott, Ivan W.; Larson, Steven R.; Jones, Thomas A.; Robins, Joseph G.; Jensen, Kevin B.; Peel, Michael D.",6.0,2011,A molecular genetic linkage map identifying the St and H subgenomes ofElymus(Poaceae: Triticeae) wheatgrass,Genome,Genome,Genome,54,10,819-828,Canadian Science Publishing,0831-2796,journal-article,10.0,120.0,Mott,2011.0,"Mott, I. W., S. R. Larson, T. A. Jones, J. G. Robins, K. B. Jensen, and M. D. Peel. 2011. A molecular genetic linkage map identifying the St and H subgenomes of Elymus (Poaceae: Triticeae) wheatgrass. Genome 54:819-",high,100.0,100.0,,,False,False,False
